,Index,Filename,Path,Emotion,AU1,AU2,AU4,AU5,AU6,AU9,AU12,AU15,AU17,AU20,AU25,AU26
237,237,SN001Z_AngerText_TrailNo_2109.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_2109.jpg,anger,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
238,238,SN001Z_AngerText_TrailNo_2110.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_2110.jpg,anger,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
239,239,SN001Z_AngerText_TrailNo_2111.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_2111.jpg,anger,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
240,240,SN001Z_AngerText_TrailNo_2112.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_2112.jpg,anger,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
241,241,SN001Z_AngerText_TrailNo_2113.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_2113.jpg,anger,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
242,242,SN001Z_AngerText_TrailNo_2114.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_2114.jpg,anger,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
243,243,SN001Z_AngerText_TrailNo_2115.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_2115.jpg,anger,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
244,244,SN001Z_AngerText_TrailNo_2116.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_2116.jpg,anger,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
245,245,SN001Z_AngerText_TrailNo_2117.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_2117.jpg,anger,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
246,246,SN001Z_AngerText_TrailNo_2118.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_2118.jpg,anger,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
247,247,SN001Z_AngerText_TrailNo_2119.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_2119.jpg,anger,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
248,248,SN001Z_AngerText_TrailNo_2120.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_2120.jpg,anger,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
249,249,SN001Z_AngerText_TrailNo_2121.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_2121.jpg,anger,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
250,250,SN001Z_AngerText_TrailNo_2122.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_2122.jpg,anger,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
251,251,SN001Z_AngerText_TrailNo_2123.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_2123.jpg,anger,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
252,252,SN001Z_AngerText_TrailNo_2124.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_2124.jpg,anger,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
253,253,SN001Z_AngerText_TrailNo_2125.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_2125.jpg,anger,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
254,254,SN001Z_AngerText_TrailNo_2126.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_2126.jpg,anger,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
255,255,SN001Z_AngerText_TrailNo_2127.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_2127.jpg,anger,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
256,256,SN001Z_AngerText_TrailNo_2128.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_2128.jpg,anger,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
257,257,SN001Z_AngerText_TrailNo_2129.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_2129.jpg,anger,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
258,258,SN001Z_AngerText_TrailNo_2130.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_2130.jpg,anger,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
259,259,SN001Z_AngerText_TrailNo_2131.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN001/anger/SN001Z_AngerText_TrailNo_2131.jpg,anger,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
2265,2265,SN003Y_AngerDescribed_TrailNo_1023.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_1023.jpg,anger,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2266,2266,SN003Y_AngerDescribed_TrailNo_1024.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_1024.jpg,anger,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2267,2267,SN003Y_AngerDescribed_TrailNo_1025.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_1025.jpg,anger,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2268,2268,SN003Y_AngerDescribed_TrailNo_1026.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_1026.jpg,anger,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
2269,2269,SN003Y_AngerDescribed_TrailNo_1027.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_1027.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0
2270,2270,SN003Y_AngerDescribed_TrailNo_1028.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_1028.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0
2271,2271,SN003Y_AngerDescribed_TrailNo_1029.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_1029.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
2272,2272,SN003Y_AngerDescribed_TrailNo_1030.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_1030.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
2273,2273,SN003Y_AngerDescribed_TrailNo_1031.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_1031.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
2274,2274,SN003Y_AngerDescribed_TrailNo_1032.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_1032.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
2275,2275,SN003Y_AngerDescribed_TrailNo_1033.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_1033.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
2276,2276,SN003Y_AngerDescribed_TrailNo_1034.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_1034.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
2277,2277,SN003Y_AngerDescribed_TrailNo_1035.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_1035.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
2278,2278,SN003Y_AngerDescribed_TrailNo_1036.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_1036.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
2279,2279,SN003Y_AngerDescribed_TrailNo_1037.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_1037.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
2280,2280,SN003Y_AngerDescribed_TrailNo_1038.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_1038.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
2281,2281,SN003Y_AngerDescribed_TrailNo_1039.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_1039.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
2282,2282,SN003Y_AngerDescribed_TrailNo_1040.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_1040.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
2283,2283,SN003Y_AngerDescribed_TrailNo_1041.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_1041.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
2284,2284,SN003Y_AngerDescribed_TrailNo_1042.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_1042.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
2285,2285,SN003Y_AngerDescribed_TrailNo_1043.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_1043.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
2286,2286,SN003Y_AngerDescribed_TrailNo_1044.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_1044.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
2287,2287,SN003Y_AngerDescribed_TrailNo_1045.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_1045.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
2288,2288,SN003Y_AngerDescribed_TrailNo_1046.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_1046.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
2289,2289,SN003Y_AngerDescribed_TrailNo_1047.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_1047.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
2290,2290,SN003Y_AngerDescribed_TrailNo_1048.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_1048.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
2291,2291,SN003Y_AngerDescribed_TrailNo_1049.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_1049.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
2292,2292,SN003Y_AngerDescribed_TrailNo_1050.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_1050.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
2293,2293,SN003Y_AngerDescribed_TrailNo_1051.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_1051.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
2294,2294,SN003Y_AngerDescribed_TrailNo_1052.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_1052.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
2295,2295,SN003Y_AngerDescribed_TrailNo_1053.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_1053.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
2296,2296,SN003Y_AngerDescribed_TrailNo_1054.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_1054.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
2297,2297,SN003Y_AngerDescribed_TrailNo_1055.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_1055.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
2298,2298,SN003Y_AngerDescribed_TrailNo_1056.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_1056.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
2299,2299,SN003Y_AngerDescribed_TrailNo_1057.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_1057.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
2300,2300,SN003Y_AngerDescribed_TrailNo_1058.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_1058.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
2301,2301,SN003Y_AngerDescribed_TrailNo_1059.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_1059.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
2302,2302,SN003Y_AngerDescribed_TrailNo_1060.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_1060.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
2303,2303,SN003Y_AngerDescribed_TrailNo_1061.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_1061.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
2304,2304,SN003Y_AngerDescribed_TrailNo_1062.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_1062.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
2305,2305,SN003Y_AngerDescribed_TrailNo_1063.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_1063.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
2306,2306,SN003Y_AngerDescribed_TrailNo_1064.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_1064.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
2307,2307,SN003Y_AngerDescribed_TrailNo_1065.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_1065.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
2308,2308,SN003Y_AngerDescribed_TrailNo_1066.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_1066.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
2309,2309,SN003Y_AngerDescribed_TrailNo_1067.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_1067.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
2310,2310,SN003Y_AngerDescribed_TrailNo_1068.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_1068.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
2311,2311,SN003Y_AngerDescribed_TrailNo_1069.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_1069.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
2312,2312,SN003Y_AngerDescribed_TrailNo_1070.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_1070.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
2313,2313,SN003Y_AngerDescribed_TrailNo_1071.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_1071.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
2314,2314,SN003Y_AngerDescribed_TrailNo_1072.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_1072.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
2315,2315,SN003Y_AngerDescribed_TrailNo_1073.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_1073.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
2316,2316,SN003Y_AngerDescribed_TrailNo_1074.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_1074.jpg,anger,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
2317,2317,SN003Y_AngerDescribed_TrailNo_1075.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_1075.jpg,anger,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
2318,2318,SN003Y_AngerDescribed_TrailNo_1076.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_1076.jpg,anger,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0
2319,2319,SN003Y_AngerDescribed_TrailNo_1077.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_1077.jpg,anger,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0
2320,2320,SN003Y_AngerDescribed_TrailNo_1078.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_1078.jpg,anger,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
2321,2321,SN003Y_AngerDescribed_TrailNo_1079.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_1079.jpg,anger,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
2322,2322,SN003Y_AngerDescribed_TrailNo_2019.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_2019.jpg,anger,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2323,2323,SN003Y_AngerDescribed_TrailNo_2020.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_2020.jpg,anger,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2324,2324,SN003Y_AngerDescribed_TrailNo_2021.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_2021.jpg,anger,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2325,2325,SN003Y_AngerDescribed_TrailNo_2022.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_2022.jpg,anger,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2326,2326,SN003Y_AngerDescribed_TrailNo_2023.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_2023.jpg,anger,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
2327,2327,SN003Y_AngerDescribed_TrailNo_2024.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_2024.jpg,anger,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
2328,2328,SN003Y_AngerDescribed_TrailNo_2025.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_2025.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0
2329,2329,SN003Y_AngerDescribed_TrailNo_2026.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_2026.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0
2330,2330,SN003Y_AngerDescribed_TrailNo_2027.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_2027.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0
2331,2331,SN003Y_AngerDescribed_TrailNo_2028.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_2028.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0
2332,2332,SN003Y_AngerDescribed_TrailNo_2029.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_2029.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0
2333,2333,SN003Y_AngerDescribed_TrailNo_2030.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_2030.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0
2334,2334,SN003Y_AngerDescribed_TrailNo_2031.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_2031.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0
2335,2335,SN003Y_AngerDescribed_TrailNo_2032.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_2032.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0
2336,2336,SN003Y_AngerDescribed_TrailNo_2033.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_2033.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0
2337,2337,SN003Y_AngerDescribed_TrailNo_2034.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_2034.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0
2338,2338,SN003Y_AngerDescribed_TrailNo_2035.jpg,/home-mscluster/oenabor/home/exp1/disfa_dataset/SN003/anger/SN003Y_AngerDescribed_TrailNo_2035.jpg,anger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0
